C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\center_2020_04_01_13_46_33_017.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\left_2020_04_01_13_46_33_017.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\right_2020_04_01_13_46_33_017.jpg,0,0,0,0.0001679291
C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\center_2020_04_01_13_46_33_088.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\left_2020_04_01_13_46_33_088.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\right_2020_04_01_13_46_33_088.jpg,0,0,0,0.0001770475
C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\center_2020_04_01_13_46_33_162.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\left_2020_04_01_13_46_33_162.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\right_2020_04_01_13_46_33_162.jpg,0,0,0,0.0002638366
C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\center_2020_04_01_13_46_33_234.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\left_2020_04_01_13_46_33_234.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\right_2020_04_01_13_46_33_234.jpg,0,0,0,3.759706E-05
C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\center_2020_04_01_13_46_33_305.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\left_2020_04_01_13_46_33_305.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\right_2020_04_01_13_46_33_305.jpg,0,0,0,2.853829E-05
C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\center_2020_04_01_13_46_33_378.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\left_2020_04_01_13_46_33_378.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\right_2020_04_01_13_46_33_378.jpg,0,0,0,5.257809E-05
C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\center_2020_04_01_13_46_33_451.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\left_2020_04_01_13_46_33_451.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\right_2020_04_01_13_46_33_451.jpg,0,0,0,8.65903E-06
C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\center_2020_04_01_13_46_33_525.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\left_2020_04_01_13_46_33_525.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\right_2020_04_01_13_46_33_525.jpg,0,0.09108819,0,0.00565158
C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\center_2020_04_01_13_46_33_596.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\left_2020_04_01_13_46_33_596.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\right_2020_04_01_13_46_33_596.jpg,0,0.2784255,0,0.1760373
C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\center_2020_04_01_13_46_33_669.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\left_2020_04_01_13_46_33_669.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\right_2020_04_01_13_46_33_669.jpg,0,0.5300239,0,0.539554
C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\center_2020_04_01_13_46_33_741.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\left_2020_04_01_13_46_33_741.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\right_2020_04_01_13_46_33_741.jpg,0,0.7130263,0,1.008666
C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\center_2020_04_01_13_46_33_812.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\left_2020_04_01_13_46_33_812.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\right_2020_04_01_13_46_33_812.jpg,-0.1,0.9346198,0,1.819877
C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\center_2020_04_01_13_46_33_887.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\left_2020_04_01_13_46_33_887.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\right_2020_04_01_13_46_33_887.jpg,-0.3,1,0,2.754009
C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\center_2020_04_01_13_46_33_961.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\left_2020_04_01_13_46_33_961.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\right_2020_04_01_13_46_33_961.jpg,-0.45,1,0,3.443142
C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\center_2020_04_01_13_46_34_035.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\left_2020_04_01_13_46_34_035.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\right_2020_04_01_13_46_34_035.jpg,0,1,0,4.347793
C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\center_2020_04_01_13_46_34_108.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\left_2020_04_01_13_46_34_108.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\right_2020_04_01_13_46_34_108.jpg,0,1,0,5.275937
C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\center_2020_04_01_13_46_34_183.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\left_2020_04_01_13_46_34_183.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\right_2020_04_01_13_46_34_183.jpg,0,0.8382456,0,6.123787
C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\center_2020_04_01_13_46_34_256.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\left_2020_04_01_13_46_34_256.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\right_2020_04_01_13_46_34_256.jpg,0,0.649502,0,6.615858
C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\center_2020_04_01_13_46_34_331.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\left_2020_04_01_13_46_34_331.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\right_2020_04_01_13_46_34_331.jpg,0,0.3938076,0,7.051836
C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\center_2020_04_01_13_46_34_405.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\left_2020_04_01_13_46_34_405.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\right_2020_04_01_13_46_34_405.jpg,0,0.1737705,0,7.262424
C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\center_2020_04_01_13_46_34_479.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\left_2020_04_01_13_46_34_479.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\right_2020_04_01_13_46_34_479.jpg,-0.1,0,0,7.265409
C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\center_2020_04_01_13_46_34_553.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\left_2020_04_01_13_46_34_553.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\right_2020_04_01_13_46_34_553.jpg,-0.3,0.1576567,0,7.263173
C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\center_2020_04_01_13_46_34_627.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\left_2020_04_01_13_46_34_627.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\right_2020_04_01_13_46_34_627.jpg,0,0.4126087,0,7.479825
C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\center_2020_04_01_13_46_34_700.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\left_2020_04_01_13_46_34_700.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\right_2020_04_01_13_46_34_700.jpg,0,0.5988043,0,7.809303
C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\center_2020_04_01_13_46_34_775.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\left_2020_04_01_13_46_34_775.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\right_2020_04_01_13_46_34_775.jpg,0,0.8304962,0,8.449175
C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\center_2020_04_01_13_46_34_854.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\left_2020_04_01_13_46_34_854.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\right_2020_04_01_13_46_34_854.jpg,0,1,0,9.300269
C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\center_2020_04_01_13_46_34_928.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\left_2020_04_01_13_46_34_928.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\right_2020_04_01_13_46_34_928.jpg,-0.2,1,0,10.1816
C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\center_2020_04_01_13_46_35_004.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\left_2020_04_01_13_46_35_004.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\right_2020_04_01_13_46_35_004.jpg,0,1,0,11.06461
C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\center_2020_04_01_13_46_35_078.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\left_2020_04_01_13_46_35_078.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\right_2020_04_01_13_46_35_078.jpg,0,1,0,11.55802
C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\center_2020_04_01_13_46_35_151.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\left_2020_04_01_13_46_35_151.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\right_2020_04_01_13_46_35_151.jpg,0,1,0,12.57272
C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\center_2020_04_01_13_46_35_228.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\left_2020_04_01_13_46_35_228.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\right_2020_04_01_13_46_35_228.jpg,0,1,0,13.40582
C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\center_2020_04_01_13_46_35_300.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\left_2020_04_01_13_46_35_300.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\right_2020_04_01_13_46_35_300.jpg,0,1,0,14.24631
C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\center_2020_04_01_13_46_35_376.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\left_2020_04_01_13_46_35_376.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\right_2020_04_01_13_46_35_376.jpg,0,1,0,15.07981
C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\center_2020_04_01_13_46_35_449.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\left_2020_04_01_13_46_35_449.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\right_2020_04_01_13_46_35_449.jpg,0,1,0,15.92408
C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\center_2020_04_01_13_46_35_524.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\left_2020_04_01_13_46_35_524.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\right_2020_04_01_13_46_35_524.jpg,0,1,0,16.75995
C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\center_2020_04_01_13_46_35_598.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\left_2020_04_01_13_46_35_598.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\right_2020_04_01_13_46_35_598.jpg,0,1,0,17.1632
C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\center_2020_04_01_13_46_35_671.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\left_2020_04_01_13_46_35_671.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\right_2020_04_01_13_46_35_671.jpg,0,1,0,18.01376
C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\center_2020_04_01_13_46_35_746.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\left_2020_04_01_13_46_35_746.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\right_2020_04_01_13_46_35_746.jpg,0,1,0,18.85535
C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\center_2020_04_01_13_46_35_819.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\left_2020_04_01_13_46_35_819.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\right_2020_04_01_13_46_35_819.jpg,0,1,0,19.61006
C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\center_2020_04_01_13_46_35_894.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\left_2020_04_01_13_46_35_894.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\right_2020_04_01_13_46_35_894.jpg,0,1,0,20.40847
C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\center_2020_04_01_13_46_35_968.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\left_2020_04_01_13_46_35_968.jpg,C:\Users\ilirn\Desktop\IN_BC\DataFromSecondMap\IMG\right_2020_04_01_13_46_35_968.jpg,0,1,0,21.20011
